,date_month,state,cases,people_fully_vaccinated
741,21-05,Mississippi,314710,767334.0
742,21-05,Missouri,608719,1963977.0
743,21-05,Montana,110738,385055.0
744,21-05,Nebraska,222335,756059.0
745,21-05,Nevada,320539,1028426.0
746,21-05,New Hampshire,97563,481364.0
747,21-05,New Jersey,1010490,3889378.0
748,21-05,New Mexico,200650,922041.0
749,21-05,North Carolina,990114,3547910.0
750,21-05,North Dakota,109087,267334.0
751,21-05,Northern Mariana Islands,172,20613.0
752,21-05,Ohio,1090276,4368365.0
753,21-05,Oklahoma,450847,1273983.0
754,21-05,Oregon,195179,1616676.0
755,21-05,Pennsylvania,1189690,4944458.0
756,21-05,Puerto Rico,170041,988641.0
757,21-05,Rhode Island,150385,481912.0
758,21-05,South Carolina,588110,1615969.0
759,21-05,South Dakota,123644,362808.0
760,21-05,Tennessee,842329,1997340.0
761,21-05,Texas,2923523,9264949.0
762,21-05,Utah,402392,928638.0
763,21-05,Vermont,23847,287383.0
764,21-05,Virgin Islands,3267,29315.0
765,21-05,Virginia,669918,3414563.0
766,21-05,Washington,424499,3003937.0
767,21-05,West Virginia,158230,587339.0
768,21-05,Wisconsin,669636,2401965.0
769,21-05,Wyoming,59079,175581.0
770,21-06,Alabama,548163,1501171.0
771,21-06,Alaska,70132,301029.0
772,21-06,Arizona,887569,2775508.0
773,21-06,Arkansas,344369,985595.0
774,21-06,California,3804378,18507541.0
775,21-06,Colorado,554614,2794824.0
776,21-06,Connecticut,348521,2052314.0
777,21-06,Delaware,109421,453498.0
778,21-06,District of Columbia,49213,347921.0
779,21-06,Florida,2305909,9169529.0
780,21-06,Georgia,1104748,3596274.0
781,21-06,Guam,9220,80714.0
782,21-06,Hawaii,35802,704768.0
783,21-06,Idaho,193910,618488.0
784,21-06,Illinois,1392005,5462886.0
785,21-06,Indiana,753174,2566765.0
786,21-06,Iowa,372752,1456445.0
787,21-06,Kansas,317644,1171599.0
788,21-06,Kentucky,463747,1831332.0
789,21-06,Louisiana,476467,1539268.0
790,21-06,Maine,68632,789570.0
791,21-06,Maryland,461609,3158721.0
792,21-06,Massachusetts,709012,4017847.0
793,21-06,Michigan,996055,4485169.0
794,21-06,Minnesota,604059,2766393.0
795,21-06,Mississippi,319428,848045.0
796,21-06,Missouri,622914,2250526.0
797,21-06,Montana,113057,436028.0
798,21-06,Nebraska,223888,862608.0
799,21-06,Nevada,327831,1208807.0
800,21-06,New Hampshire,99178,730076.0
801,21-06,New Jersey,1020043,4704352.0
802,21-06,New Mexico,204392,1060930.0
803,21-06,North Carolina,1009956,3983775.0
804,21-06,North Dakota,110504,287627.0
805,21-06,Northern Mariana Islands,183,24564.0
806,21-06,Ohio,1107521,4974856.0
807,21-06,Oklahoma,454929,1430287.0
808,21-06,Oregon,205459,2109652.0
809,21-06,Pennsylvania,1213772,6043649.0
810,21-06,Puerto Rico,173064,1315598.0
811,21-06,Rhode Island,152306,590495.0
812,21-06,South Carolina,595285,1859472.0
813,21-06,South Dakota,124377,389891.0
814,21-06,Tennessee,852649,2305384.0
815,21-06,Texas,2973462,11111358.0
816,21-06,Utah,410035,1134602.0
817,21-06,Vermont,24339,390970.0
818,21-06,Virgin Islands,3717,33280.0
819,21-06,Virginia,677949,4166713.0
820,21-06,Washington,447266,3889031.0
821,21-06,West Virginia,163221,640909.0
822,21-06,Wisconsin,676619,2732030.0
823,21-06,Wyoming,61303,192334.0
